,highly_variable
Rab39,False
Slc35f2,False
Sln,True
Elmod1,False
Tnfaip8l3,False
Cyp19a1,False
Gldn,False
Dmxl2,False
Sh2d7,False
Cib2,False
Idh3a,False
Acsbg1,False
Dnaja4,False
Wdr61,False
Crabp1,True
Ireb2,False
Hykk,False
AY074887,False
Psma4,False
Chrna5,False
Chrna3,True
Chrnb4,False
Ube2q2,False
Fbxo22,False
Nrg4,False
Tmem266,False
Etfa,False
Scaper,False
Rcn2,False
Pstpip1,False
Tspan3,False
Peak1,False
Peak1os,False
Hmg20a,False
Lingo1,True
Odf3l1,False
Cspg4,True
Snx33,True
Imp3,False
Snupn,False
Ptpn9,False
Gm10658,False
Sin3a,False
2700012I20Rik,False
Man2c1os,True
Man2c1,False
Neil1,False
Commd4,False
1700017B05Rik,False
Ppcdc,False
Scamp5,False
Rpp25,False
Cox5a,False
Fam219b,False
Mpi,False
Scamp2,False
Ulk3,False
Cplx3,True
Csk,False
Edc3,False
Clk3,False
Arid3b,False
Ubl7,False
Sema7a,True
Gm17322,False
Cyp11a1,False
Ccdc33,True
Stra6,False
Islr,True
Islr2,False
Pml,False
Stoml1,False
Loxl1,False
4930461G14Rik,False
6030419C18Rik,False
Cd276,False
Nptn,False
Rec114,False
Hcn4,False
Neo1,False
Adpgk,False
Bbs4,False
Arih1,False
Tmem202,False
Hexa,False
Celf6,False
Parp6,False
Pkm,False
Gramd2,False
Senp8,False
Myo9a,False
Thsd4,False
9230112J17Rik,False
Lrrc49,False
B930082K07Rik,False
Larp6,False
Uaca,True
AC160562.1,False
Tle3,False
Rplp1,False
Kif23,False
Paqr5,False
Glce,False
A730043L09Rik,False
Anp32a,False
Coro2b,False
Itga11,False
Fem1b,False
Cln6,False
Calml4,True
Pias1,False
Skor1,False
Map2k5,False
2300009A05Rik,False
Iqch,False
Aagab,False
Smad3,False
Smad6,False
Lctl,False
Zwilch,False
Rpl4,False
Snapc5,False
Map2k1,False
Uchl4,False
Tipin,False
Dis3l,False
Megf11,False
Rab11a,False
Dennd4a,False
Slc24a1,False
Ints14,False
Hacd3,False
Dpp8,False
Igdcc4,False
Igdcc3,False
Parp16,False
Cilp,False
Clpx,False
Pdcd7,False
Kbtbd13,False
Rasl12,False
Mtfmt,False
Gm47270,False
Spg21,False
Ankdd1a,True
Plekho2,False
Pif1,False
Rbpms2,False
Oaz2,False
Zfp609,False
Trip4,False
Pclaf,True
Csnk1g1,False
Ppib,False
Snx22,False
Snx1,False
Fam96a,False
Dapk2,False
Herc1,False
Fbxl22,False
Usp3,False
Car12,True
Aph1b,False
BC050972,False
Aph1c,False
Rab8b,False
Rps27l,False
Lactb,False
Tpm1,False
Tln2,False
M5C1000I18Rik,False
C2cd4b,False
C2cd4a,False
Vps13c,False
Rora,True
Ice2,False
Anxa2,True
Foxb1,False
B230323A14Rik,False
Bnip2,False
Gtf2a2,False
Fam81a,False
Myo1e,True
Ccnb2,False
Rnf111,False
Sltm,False
Mindy2,False
Gm10642,False
Adam10,False
Lipc,False
Aqp9,False
Aldh1a2,True
Polr2m,False
Myzap,False
Cgnl1,True
Tcf12,False
Zfp280d,False
Mns1,False
Tex9,False
Rfx7,False
Nedd4,False
Prtg,False
Pygo1,False
Dyx1c1,False
Ccpg1os,False
Ccpg1,False
Pigb,False
Rab27a,False
Khdc3,False
Rsl24d1,False
Unc13c,True
Wdr72,False
Fam214a,False
Arpp19,False
Myo5a,False
Myo5c,False
Gnb5,False
Gm19531,False
Mapk6,False
Leo1,False
Tmod3,False
Tmod2,False
Lysmd2,False
Scg3,False
Bmp5,False
Hmgcll1,False
Hcrtr2,False
Mlip,False
5730403I07Rik,False
Lrrc1,False
Klhl31,False
Gclc,False
Elovl5,False
Fbxo9,False
Ick,True
C920006O11Rik,False
Gsta4,False
Gsta2,False
Dppa5a,False
Ooep,False
Ddx43,True
Mb21d1,False
Gm17324,False
Mto1,False
Eef1a1,False
Slc17a5,False
Cd109,False
Gm10635,False
Col12a1,False
Cox7a2,False
Tmem30a,False
Filip1,False
Senp6,False
Myo6,True
Htr1b,False
D430036J16Rik,False
Mei4,False
Irak1bp1,False
Phip,False
Hmgn3,False
Gm46123,False
Lca5,False
Sh3bgrl2,False
Gm36120,False
Gm2109,False
Elovl4,False
Ttk,False
Bckdhb,False
Fam46a,False
Ibtk,False
Tpbg,False
Ube2cbp,False
Dopey1,False
Pgm3,False
Rwdd2a,False
Me1,False
A330041J22Rik,False
Prss35,False
Snap91,False
Ripply2,False
Cyb5r4,False
Mrap2,False
Cep162,False
Tbx18,False
Nt5e,False
Snx14,False
Syncrip,False
Zfp949,False
Trim43a,False
9430037G07Rik,True
Mthfsl,False
Bcl2a1d,True
Gm29562,False
Bcl2a1a,False
Bcl2a1b,False
Mthfs,False
AF529169,False
Tmed3,False
Ankrd34c,False
Rasgrf1,False
Ctsh,True
Morf4l1,False
Gm26882,False
Adamts7,True
Tbc1d2b,False
Gm28703,True
Zic1,True
Zic4,False
Gm31409,False
Plscr1,False
Plscr2,False
Plscr4,False
Plod2,False
1190002N15Rik,False
Slc9a9,False
Chst2,False
U2surp,False
Gm28424,False
Paqr9,False
Pcolce2,False
Trpc1,False
Pls1,True
1700065D16Rik,False
Atr,False
Gm16794,False
Xrn1,False
Gk5,False
Tfdp2,False
Atp1b3,False
BC043934,False
Rnf7,False
Gm28729,False
Rasa2,False
Zbtb38,False
Pxylp1,False
Spsb4,False
Slc25a36,False
Clstn2,False
Nmnat3,False
Rbp1,True
Rbp2,False
Copb2,False
Mrps22,False
Gm37637,False
Foxl2,False
Faim,False
Gm1123,False
Pik3cb,False
Cep70,False
Esyt3,False
Mras,False
Nme9,False
Armc8,False
Dbr1,False
Dzip1l,False
Sox14,False
Il20rb,False
Nck1,False
Slc35g2,False
Stag1,False
Pccb,False
Msl2,False
Ppp2r3a,False
Ephb1,True
Ky,False
Cep63,False
Anapc13,False
Amotl2,False
Ryk,False
Slco2a1,False
Rab6b,False
Srprb,False
Trf,True
Topbp1,False
Cdv3,False
Gm47328,False
5830418P13Rik,False
Bfsp2,True
Tmem108,False
Gm29154,False
Nphp3,False
Uba5,False
Acad11,False
Ackr4,False
Dnajc13,False
Acpp,False
Cpne4,False
Mrpl3,False
Nudt16,False
Nek11,False
Aste1,False
Atp2c1,False
Pik3r4,False
Col6a6,True
Col6a5,False
Col6a4,False
D030055H07Rik,False
Glyctk,False
Wdr82,False
Ppm1m,False
Twf2,False
Alas1,False
4930500F10Rik,False
Poc1a,False
Dusp7,False
Rpl29,False
Acy1,False
Abhd14a,False
Abhd14b,False
Gm28959,False
Pcbp4,False
Gpr62,True
Parp3,False
Rrp9,False
Iqcf3,False
Iqcf5,False
Grm2,True
Tex264,False
Rad54l2,False
Dcaf1,False
Manf,False
Rbm15b,False
4930524O07Rik,False
Dock3,False
Mapkapk3,False
Cish,False
Hemk1,True
6430571L13Rik,False
Cacna2d2,False
Tmem115,False
Cyb561d2,False
Nprl2,False
Zmynd10,False
Rassf1,False
Gm9917,False
Tusc2,False
Hyal2,False
Hyal1,False
Nat6,False
Hyal3,False
Ifrd2,False
Gm38150,True
Sema3b,False
Gnai2,False
Slc38a3,True
Gnat1,False
Sema3f,False
Rbm5,False
Rbm6,False
Mon1a,False
Mst1r,False
Camkv,True
Traip,False
Uba7,False
Fam212a,False
Cdhr4,True
Ip6k1,False
Gmppb,False
Rnf123,False
Amigo3,False
Apeh,False
Bsn,True
Dag1,False
Nicn1,False
Amt,False
Tcta,False
Rhoa,False
Gm37401,False
Gpx1,False
Usp4,False
1700102P08Rik,False
Ccdc36,True
Klhdc8b,False
Ccdc71,False
Lamb2,True
Usp19,False
Qars,False
Qrich1,False
Impdh2,False
Ndufaf3,False
4833445I07Rik,False
Dalrd3,False
Wdr6,True
P4htm,False
Arih2,False
Slc25a20,False
Prkar2a,False
Ip6k2,False
Nckipsd,False
Celsr3,False
Slc26a6,False
Tmem89,False
Uqcrc1,False
Col7a1,False
Pfkfb4,False
Shisa5,False
Atrip,False
Tma7,False
Ccdc51,False
Gm7628,True
Plxnb1,False
Gm42756,True
Spink8,True
Nme6,False
Camp,True
Cdc25a,False
Map4,False
Dhx30,False
Smarcc1,False
Cspg5,False
Elp6,False
Scap,False
Ptpn23,False
Ngp,False
Klhl18,False
Kif9,False
Setd2,False
Nradd,False
Nbeal2,False
Ccdc12,False
Pth1r,False
Myl3,False
Prss43,False
Prss45,False
Prss50,False
Tmie,True
Als2cl,False
Tdgf1,True
Lrrc2,False
Rtp3,False
Ltf,False
Ccrl2,False
Lrrfip2,False
Mlh1,False
Epm2aip1,False
Trank1,False
Dclk3,False
Stac,False
Arpp21,True
2310075C17Rik,False
2900079G21Rik,False
Gm36251,False
AU023762,False
Pdcd6ip,False
Clasp2,False
Ubp1,False
Fbxl2,False
Gm47950,False
Susd5,False
Crtap,False
Glb1,False
Tmppe,False
Trim71,False
Cnot10,False
Dync1li1,False
Cmtm6,False
Cmtm7,False
Gm9888,False
Cmtm8,False
Gpd1l,False
Osbpl10,False
Rps27rt,False
Stt3b,False
Gadl1,False
Tgfbr2,False
D730003K21Rik,False
Rbms3,True
Gm26614,False
Azi2,False
Cmc1,False
Gm17399,False
Eomes,False
Golga4,False
Itga9,False
Gm2415,False
Ctdspl,False
Vill,False
Plcd1,False
Dlec1,False
Acaa1b,False
Oxsr1,True
Myd88,False
Acaa1a,False
Xylb,False
Acvr2b,False
Exog,False
Scn5a,False
Scn10a,False
Scn11a,False
Wdr48,False
Cx3cr1,True
Gorasp1,False
Ttc21a,False
Csrnp1,False
Gm47043,False
Xirp1,False
Slc25a38,False
Rpsa,False
Mobp,True
Gm38642,False
Myrip,False
D830035M03Rik,False
Eif1b,False
Entpd3,False
Rpl14,False
5830454E08Rik,False
Gm39459,False
Gm34425,False
4930593C16Rik,False
Ctnnb1,False
Ulk4,False
Trak1,False
Cck,True
Gm38661,False
Lyzl4,False
Vipr1,False
Sec22c,False
Ss18l2,False
Nktr,False
E530011L22Rik,False
Zfp651,False
Klhl40,False
Hhatl,True
Ccdc13,False
Gm17163,False
Higd1a,False
Gm47112,False
Gm47113,False
Ackr2,False
1700048O20Rik,False
Fam198a,False
Pomgnt2,False
Gm39464,False
Snrk,False
Ano10,False
Gm26797,False
Abhd5,False
A730085K08Rik,False
9530059O14Rik,True
Tcaim,False
Zfp445,False
Zkscan7,False
Zfp105,False
1110059G10Rik,False
Kif15,False
Gm9856,False
Tmem42,False
Tgm4,False
Zdhhc3,False
Exosc7,False
Clec3b,True
Cdcp1,False
Tmem158,False
Gm47162,False
Lars2,True
Limd1,False
Sacm1l,False
Slc6a20b,False
Slc6a20a,True
Ccr9,True
Lztfl1,False
Fyco1,False
Cxcr6,False
Ccr1,True
Ccr2,False
Ccr5,True
Gm39469,False
2010315B03Rik,False
Ppp2r3d,False
Sfi1,False
Drg1,False
Eif4enif1,False
Patz1,False
Pik3ip1,False
Limk2,False
Rnf185,False
Pla2g3,False
Inpp5j,False
Selenom,False
Smtn,False
Tug1,False
Morc2a,False
Osbp2,False
4921536K21Rik,False
Dusp18,False
Slc35e4,False
Tcn2,True
Pes1,False
Gal3st1,True
Sec14l4,False
Sec14l3,False
Mtfp1,False
Sec14l2,False
Rnf215,False
Ccdc157,False
Sf3a1,False
Tbc1d10a,False
Gatsl3,False
Osm,False
Lif,False
Mtmr3,False
Gm11961,True
Ascc2,False
Uqcr10,False
Zmat5,False
Cabp7,True
Nf2,False
Nipsnap1,False
Thoc5,False
Nefh,True
Ap1b1,False
Gas2l1,False
Rasl10a,True
Ewsr1,False
Rhbdd3,False
Emid1,False
Kremen1,False
Znrf3,False
Gm11963,False
Xbp1,False
Ccdc117,False
Mrps24,False
Urgcp,False
Dbnl,False
Pgam2,False
Polm,False
Aebp1,True
Pold2,False
Gck,False
Ykt6,False
Camk2b,False
Nudcd3,False
Npc1l1,False
Ddx56,False
Tmed4,False
Ogdh,False
Zmiz2,False
Ppia,False
H2afv,False
Purb,False
Myo1g,True
Ccm2,False
Nacad,False
Tbrg4,False
Ramp3,True
Adcy1,True
Igfbp3,False
Tns3,True
Hus1,False
Sun3,False
Gm11992,False
Upp1,False
Vwc2,False
Zpbp,False
Spata48,False
Ikzf1,False
Fignl1,True
Ddc,True
Grb10,False
Cobl,False
Gm12002,False
Vstm2a,False
Sec61g,False
Egfr,True
Plek,False
Cnrip1,False
Ppp3r1,False
Wdr92,False
Pno1,False
C1d,False
Etaa1,False
Etaa1os,False
Meis1,False
Spred2,False
Actr2,False
Gm12031,False
Rab1a,False
Cep68,False
Slc1a4,False
Sertad2,False
Aftph,False
Lgalsl,False
Peli1,False
Vps54,False
Ugp2,False
Mdh1,False
Wdpcp,False
Otx1,False
Ehbp1,False
Tmem17,False
Gm26829,True
B3gnt2,False
Gm28048,False
Commd1,False
Zrsr1,False
Cct4,False
Fam161a,False
Xpo1,False
Usp34,False
Ahsa2,False
0610010F05Rik,False
Pex13,False
Pus10,False
Rel,False
Papolg,False
A830031A19Rik,False
Bcl11a,False
5730522E02Rik,False
Fancl,False
Vrk2,False
Ccdc85a,False
Efemp1,True
Pnpt1,False
Ppp4r3b,False
Cfap36,False
Ccdc88a,False
Prorsd1,False
Mtif2,False
Rps27a,False
Gm12092,False
Rtn4,False
Eml6,False
4931440F15Rik,False
Sptbn1,False
Acyp2,False
Psme4,False
Gpr75,False
Asb3,False
Erlec1,False
Chac2,False
Stc2,False
Bod1,False
D630024D03Rik,False
Cpeb4,False
4930524B15Rik,False
Nsg2,False
Gm12108,False
Snrnp25,False
Rhbdf1,False
Nprl3,False
Mpg,False
Hba-a1,True
Hbq1b,True
Hba-a2,True
Hbq1a,False
Sh3pxd2b,False
Ubtd2,False
Efcab9,True
Stk10,False
Fbxw11,False
Gm12111,False
Fgf18,False
Npm1,False
Ranbp17,False
Kcnip1,False
Kcnmb1,True
Lcp2,False
Foxi1,False
Dock2,False
Fam196b,False
Spdl1,True
Slit3,False
Pank3,False
Fbll1,False
Rars,False
Wwc1,False
Tenm2,False
3110004A20Rik,False
Mat2b,False
Hmmr,False
Nudcd2,False
Ccng1,False
Gabrg2,False
Gabra1,False
Gabrb2,False
Atp10b,True
Gm12146,True
Gm12144,False
Pttg1,False
Slu7,False
C1qtnf2,False
Ccnjl,False
4933415A04Rik,False
Pwwp2a,False
Ttc1,False
Adra1b,True
Ublcp1,False
Rnf145,False
Ebf1,False
Clint1,False
Lsm11,False
Thg1l,False
Sox30,False
Gm12166,False
Adam19,False
Nipal4,True
Cyfip2,False
Fndc9,False
Itk,False
Med7,False
Havcr2,False
Gm4926,False
Sgcd,False
Rack1,False
Trim41,False
Gm12184,False
Trim7,False
Gm16170,False
Irgm1,False
Gm5431,False
Gm12185,False
Psme2b,False
Olfr56,False
Tgtp1,False
9930111J21Rik2,True
Tgtp2,False
Ifi47,False
Btnl9,False
Zfp62,False
Mgat1,False
Olfr1393,True
Flt4,False
Scgb3a1,True
Cnot6,False
Gfpt2,False
Mapk9,False
Rasgef1c,True
Rnf130,True
Tbc1d9b,False
Mrnip,False
Sqstm1,False
Mgat4b,False
Ltc4s,True
Gm26542,False
Maml1,False
Canx,False
Cby3,False
Hnrnph1,False
Rufy1,False
Adamts2,False
Zfp354c,False
Zfp879,False
Zfp454,False
Zfp2,False
Zfp354b,False
Zfp354a,False
9230009I02Rik,False
BC049762,True
Clk4,False
Col23a1,False
Phykpl,False
Hnrnpab,False
Nhp2,False
Rmnd5b,False
N4bp3,False
D930048N14Rik,False
0610009B22Rik,False
Sec24a,False
Sar1b,False
Jade2,False
Gm39822,False
Gm26551,False
Cdkn2aipnl,False
Ube2b,False
Cdkl3,False
Ppp2ca,False
9430098F02Rik,True
Skp1a,False
Tcf7,False
Vdac1,False
9530068E07Rik,False
Fstl4,False
Hspa4,False
Zcchc10,False
Aff4,False
Uqcrq,False
Gdf9,False
Shroom1,False
Gm12212,False
Sowaha,True
Gm9945,False
Sept8,False
Kif3a,False
Rad50,False
Irf1,False
Gm12216,False
Slc22a5,False
Slc22a21,False
Slc22a4,False
Pdlim4,False
P4ha2,False
Acsl6,False
Gm12224,False
Fnip1,False
Rapgef6,False
Cdc42se2,False
Lyrm7,False
Hint1,False
Gpx3,True
Tnip1,False
Anxa6,False
Ccdc69,False
Gm2a,False
Slc36a2,True
Slc36a1,False
Fat2,True
Sparc,True
Atox1,False
G3bp1,False
Glra1,False
Nmur2,False
Gria1,False
Fam114a2,False
Mfap3,False
Galnt10,False
Sap30l,False
Larp1,False
Cnot8,False
Gemin5,False
Mrpl22,False
Igtp,False
Irgm2,False
Zfp692,False
Zfp672,False
Sh3bp5l,False
Olfr316,False
Fam183b,True
Olfr311,False
Gm12258,False
2810021J22Rik,False
Zfp39,False
Rnf187,False
Hist3h2ba,False
Hist3h2a,False
Trim17,False
Trim11,False
Obscn,False
Iba57,False
Gjc2,True
Guk1,False
Mrpl55,False
2310033P09Rik,False
Arf1,False
Wnt3a,False
Wnt9a,False
Snap47,False
Jmjd4,False
Zfp867,False
Zkscan17,False
Nlrp3,False
Mprip,False
Pld6,False
Flcn,False
Gm16062,False
Cops3,False
Nt5m,False
Med9os,False
Med9,False
Rasd1,True
Pemt,False
Rai1,False
Srebf1,True
Tom1l2,False
Drc3,False
Atpaf2,False
Gid4,False
Drg2,False
Myo15,False
Alkbh5,False
Llgl1,True
Flii,False
Mief2,False
Top3a,False
Smcr8,False
Shmt1,False
Dhrs7b,False
Tmem11,False
Gm26534,False
Natd1,False
Map2k3os,False
Map2k3,False
Kcnj12,False
Tnfrsf13b,True
Usp22,False
Aldh3a1,False
Aldh3a2,False
Slc47a1,True
Gm45605,False
Rnf112,False
Mfap4,False
Mapk7,False
B9d1os,False
B9d1,False
Epn2,False
Grap,False
Prpsap2,False
Ulk2,False
A530017D24Rik,False
Akap10,False
Specc1,False
Adora2b,False
Zswim7,False
Ttc19,False
Ncor1,False
Pigl,False
Cenpv,False
Ubb,False
Trpv2,False
Lrrc75a,False
Mmgt2,False
Zfp287,False
Zfp286,False
Trim16,False
Fbxw10,False
Tvp23b,False
Tvp23bos,True
Tekt3,False
Pmp22,True
Hs3st3b1,False
Cox10,False
2810001G20Rik,False
Hs3st3a1,True
Elac2,False
Arhgap44,False
Map2k4,False
Zkscan6,False
Dnah9,False
Shisa6,True
Pirt,False
Tmem220,False
Adprm,False
Sco1,False
Myh3,False
Myh2,False
Myh1,False
Myhas,False
Myh4,False
Myh8,False
Myh13,False
Gas7,True
Glp2r,False
Rcvrn,False
Usp43,False
Cfap52,False
Stx8,False
C78197,False
Ntn1,False
Pik3r5,False
Pik3r6,False
Ccdc42,False
Myh10,False
Ndel1,False
Rpl26,False
Arhgef15,False
Slc25a35,False
Rangrf,False
Pfas,False
Ctc1,False
Aurkb,False
9330160F10Rik,False
Borcs6,False
Tmem107,False
Vamp2,False
Per1,False
9130213A22Rik,False
Hes7,False
Aloxe3,False
Alox12b,False
Alox8,False
Gucy2e,True
Cntrob,False
Trappc1,False
Kcnab3,True
Kcnab3os,False
Chd3os,False
Chd3,False
Cyb5d1,False
Naa38,False
Tmem88,False
Kdm6b,False
Kdm6bos,False
Dnah2,False
Dnah2os,False
Efnb3,True
Wrap53,False
Trp53,False
Atp1b2,False
Sat2,False
Fxr2,False
Sox15,False
Mpdu1,False
Cd68,False
Eif4a1,False
Senp3,False
Tnfsf13os,False
Tnfsfm13,False
Tnfsf12,False
Polr2a,False
Slc35g3,False
Zbtb4,False
Chrnb1,True
Fgf11,False
Tmem102,False
Spem1,False
Nlgn2,False
Tmem256,False
Plscr3,False
Kctd11,False
Acap1,False
2810408A11Rik,False
Neurl4,False
Gps2,False
Eif5a,False
Ybx2,False
Slc2a4,True
Elp5,False
Ctdnep1,False
Gabarap,False
Phf23,False
Dvl2,False
Acadvl,False
Dlg4,False
Asgr1,True
Mgl2,False
Clec10a,False
Slc16a11,False
Slc16a13,False
Bcl6b,True
0610010K14Rik,False
Gm21988,False
Rnasek,False
Alox12,True
Alox12e,False
Pelp1,False
Arrb2,False
Med11,False
Cxcl16,False
Zmynd15,False
Tm4sf5,False
Vmo1,False
Psmb6,False
Pld2,False
Mink1,False
Chrne,False
Slc25a11,False
Rnf167,False
Pfn1,False
Eno3,False
Spag7,False
Camta2,True
Inca1,False
Kif1c,False
Zfp3,False
Scimp,False
Rabep1,False
Nup88,False
Rpain,False
C1qbp,False
Dhx33,False
Derl2,False
Mis12,False
6330403K07Rik,True
Gm12326,True
Wscd1,True
Pimreg,False
Pitpnm3,False
4933427D14Rik,False
Txndc17,False
Med31,False
Slc13a5,False
Xaf1,False
Tekt1,False
Smtnl2,False
Ggt6,True
Mybbp1a,False
Spns2,False
Spns3,False
Ube2g1,False
Ankfy1,False
Cyb5d2,False
Zzef1,False
Atp2a3,False
P2rx1,False
4732414G09Rik,False
Camkk1,False
Ncbp3,False
Itgae,False
Haspin,True
P2rx5,False
Emc6,False
Tax1bp3,False
Ctns,False
Shpk,False
Trpv1,False
Trpv3,True
Aspa,True
Rap1gap2,False
Ccdc92b,False
Cluh,False
Pafah1b1,False
Mettl16,False
Mnt,False
Sgsm2,False
Tsr1,False
Srr,False
Smg6,False
Hic1,False
Ovca2,False
Rtn4rl1,False
Rpa1,False
Smyd4,False
Serpinf1,True
Serpinf2,True
Wdr81,False
Tlcd2,False
Prpf8,False
Rilp,False
Scarf1,False
Gm45606,False
Slc43a2,False
Pitpna,False
Inpp5k,False
Myo1c,False
Crk,False
Ywhae,False
Doc2b,False
Rph3al,False
Gm16075,False
1700016K19Rik,False
Rflnb,True
Vps53,False
Glod4,False
Fam57a,True
Gemin4,False
Dbil5,False
Mrm3,False
Nxn,True
Timm22,False
Abr,False
Bhlha9,False
Tusc5,False
Gosr1,False
Cpd,False
Blmh,False
Slc6a4,False
Nsrp1,False
Efcab5,False
Ssh2,False
Coro6,False
Ankrd13b,False
2210008F06Rik,False
Git1,False
Trp53i13,True
Abhd15,True
Taok1,False
Nufip2,False
Cryba1,False
Myo18a,False
Pipox,False
Sez6,False
Phf12,False
Dhrs13os,False
Dhrs13,False
Flot2,False
Eral1,False
Fam222b,False
Traf4,False
Nek8,False
Tlcd1,False
Rpl23a,False
Rab34,False
Proca1,False
Supt6,False
Sdf2,False
2610507B11Rik,False
BC030499,False
Spag5,False
Aldoc,True
Pigs,False
Unc119,False
Slc46a1,False
Sarm1,False
Vtn,True
Sebox,False
Tmem199,False
Poldip2,False
Tnfaip1,False
Ift20,False
Tmem97,False
Nlk,False
Fam58b,False
Lyrm9,False
Nos2,True
Lgals9,True
Ksr1,False
Wsb1,False
Nf1,False
AU040972,False
Omg,False
Evi2,True
Evi2a,True
Rab11fip4,False
Utp6,False
Suz12,False
Crlf3,False
Atad5,False
Tefm,False
Adap2,True
Rnf135,False
Rhot1,False
Rhbdl3,False
5730455P16Rik,False
Zfp207,False
Psmd11,False
Cdk5r1,False
Myo1d,True
Tmem98,True
Asic2,False
Gm11419,False
Ccl2,False
Ccl7,False
Ccl12,False
Ccl8,False
Tmem132e,False
Cct6b,False
Zfp830,False
Gm11423,False
Lig3,False
Rffl,True
Rad51d,False
Nle1,False
Unc45b,False
Slfn5,False
Slfn9,False
Slfn8,False
Slfn2,False
Gm20234,False
Slfn1,False
Slfn4,False
Pex12,False
Ap2b1,False
Rasl10b,False
1700020L24Rik,False
Mmp28,True
Taf15,False
Ccl5,True
Ccl9,False
Ccl6,False
Ccl3,True
Ccl4,True
Wfdc17,False
Wfdc18,True
Wfdc21,True
Heatr6,False
Hnf1b,False
Ddx52,False
Synrg,False
Dusp14,False
Tada2a,False
Acaca,False
Aatf,False
Lhx1,False
Lhx1os,False
Gm11431,False
Mrm1,False
Dhrs11,False
Ggnbp2,False
Pigw,False
Myo19,False
Znhit3,False
Car4,False
Usp32,False
1700125H20Rik,False
Appbp2,False
Appbp2os,False
Ppm1d,False
Bcas3,False
Tbx2,False
Tbx4,True
Brip1,True
Brip1os,False
Ints2,False
Med13,False
Rnft1,False
Rps6kb1,False
Tubd1,False
Vmp1,False
Ptrh2,False
Cltc,False
Dhx40,False
Ypel2,False
Gdpd1,False
Smg8,False
Prr11,False
Ska2,False
Trim37,False
Ppm1e,False
Rad51c,False
Tex14,False
Sept4,True
Mtmr4,False
Hsf5,False
Rnf43,True
Supt4a,False
Mir142hg,False
Tspoap1,False
Mpo,False
Lpo,False
Mks1,False
Epx,False
Olfr464,False
Dynll2,False
2010015M23Rik,False
Srsf1,False
Gm15892,False
Vezf1,False
Cuedc1,False
Mrps23,False
Gm38534,True
Msi2,False
Gm15893,False
C030037D09Rik,False
Akap1,False
Scpep1,False
Coil,False
Trim25,True
Dgke,False
Dgkeos,False
Gm525,False
Nog,False
Ankfn1,False
Pctp,False
Tmem100,True
Gm45716,False
Mmd,True
Hlf,True
Stxbp4,False
Cox11,False
Tom1l1,False
Car10,False
Utp18,False
Mbtd1,False
Nme2,False
Nme1,False
Spag9,False
Tob1,False
Wfikkn2,False
Luc7l3,False
Ankrd40,False
Abcc3,False
Cacna1g,True
Spata20,False
Epn3,True
Mycbpap,False
Rsad1,False
Acsf2,False
Chad,False
Lrrc59,False
Eme1,False
Mrpl27,False
Xylt2,False
Col1a1,True
Sgca,False
Ppp1r9b,False
Samd14,False
Pdk2,False
Gm11513,True
Itga3,False
Dlx3,False
Dlx4,False
Dlx4os,False
Kat7,False
Gm11520,False
Fam117a,False
Slc35b1,False
Spop,False
Nxph3,True
Ngfr,False
Phb,False
Gm26830,False
Gm9796,False
Zfp652os,False
Zfp652,False
B130006D01Rik,False
Abi3,False
Gngt2,False
Snf8,False
Ube2z,False
Atp5g1,False
Ttll6,False
Skap1,False
Gm11537,False
Snx11,False
Cbx1,False
Nfe2l1,False
Copz2,False
Cdk5rap3,False
Gm11525,False
Pnpo,False
Sp2,False
Sp6,False
Scrn2,False
Lrrc46,False
Mrpl10,False
Osbpl7,False
Tbx21,False
Tbkbp1,False
Kpnb1,False
Npepps,False
Gm11592,False
Mrpl45,False
Gpr179,False
Socs7,False
Arhgap23,True
Srcin1,False
Epop,True
Mllt6,False
Cisd3,False
Pcgf2,False
Psmb3,False
Pip4k2b,False
Cwc25,False
Rpl23,False
Lasp1,False
B230217C12Rik,False
Gm11630,True
Plxdc1,True
Arl5c,False
Cacnb1,False
Rpl19,False
Stac2,True
Fbxl20,False
Med1,False
Cdk12,False
Neurod2,True
Ppp1r1b,True
Stard3,False
Tcap,False
Pnmt,False
Pgap3,False
Erbb2,False
Mien1,False
Grb7,False
Ikzf3,False
Zpbp2,False
Ormdl3,False
Gm12355,False
Gsdma,False
Psmd3,False
Med24,False
Thra,False
Nr1d1,False
Msl1,False
Gm12359,True
Casc3,False
Rapgefl1,False
Wipf2,False
Cdc6,False
Rara,False
Gjd3,False
Top2a,True
Igfbp4,True
Tns4,False
Smarce1,False
Krt222,False
Krt25,False
Krt26,False
Krt28,False
Krt10,False
Krt12,True
A830036E02Rik,False
Krt20,False
Krt23,False
Krtap17-1,False
Krt15,True
Krt19,False
Krt9,False
Krt14,False
Krt17,False
Eif1,False
Gast,False
Hap1,True
Jup,True
P3h4,True
Fkbp10,True
Nt5c3b,False
Klhl10,False
Klhl11,False
Acly,False
Ttc25,False
Cnp,True
Dnajc7,False
Nkiras2,False
Zfp385c,False
Dhx58os,False
Dhx58,False
Kat2a,False
Rab5c,False
Kcnh4,False
Hcrt,True
Ghdc,False
Stat5b,False
Stat5a,False
Stat3,False
Cavin1,True
Atp6v0a1,False
Naglu,False
Hsd17b1,False
Coasy,False
Mlx,False
Psmc3ip,False
Retreg3,False
Tubg1,False
Tubg2,False
Plekhh3,False
Cntnap1,False
Ccr10,False
Ezh1,False
Ramp2,True
Vps25,False
Wnk4,False
Coa3,False
